geography_level,GEOID,GEOIDFQ,NAMELSAD,point_count,industry_code_count,total_employee_count,total_revenue,revenue_record_count
incorporated_place,5420500,1600000US5420500,Davy town,3,3,4,,0
incorporated_place,5420980,1600000US5420980,Delbarton town,34,25,104,11690000,19
incorporated_place,5422564,1600000US5422564,Dunbar city,245,127,2749,428735000,162
incorporated_place,5422852,1600000US5422852,Durbin town,21,17,64,5780000,14
incorporated_place,5423092,1600000US5423092,East Bank town,16,13,69,4821000,5
incorporated_place,5424292,1600000US5424292,Eleanor town,75,49,696,100704000,44
incorporated_place,5424364,1600000US5424364,Elizabeth town,61,36,394,24415000,28
incorporated_place,5424484,1600000US5424484,Elk Garden town,12,12,61,929000,2
incorporated_place,5424580,1600000US5424580,Elkins city,602,197,8587,1192387000,379
incorporated_place,5424844,1600000US5424844,Ellenboro town,42,33,262,23901000,32
incorporated_place,5426452,1600000US5426452,Fairmont city,914,243,9501,950762000,576
incorporated_place,5426524,1600000US5426524,Fairview town,16,15,128,4118000,8
incorporated_place,5426692,1600000US5426692,Falling Spring town,7,7,11,837000,4
incorporated_place,5426932,1600000US5426932,Farmington town,28,20,175,9616000,12
incorporated_place,5427028,1600000US5427028,Fayetteville town,244,104,2104,163038000,137
incorporated_place,5427868,1600000US5427868,Flatwoods town,15,15,83,1633000,8
incorporated_place,5427940,1600000US5427940,Flemington town,11,10,53,1693000,5
incorporated_place,5428204,1600000US5428204,Follansbee city,111,65,906,265812000,74
incorporated_place,5429044,1600000US5429044,Franklin town,114,64,945,104448000,67
incorporated_place,5429404,1600000US5429404,Friendly town,0,0,0,,0
incorporated_place,5430196,1600000US5430196,Gary city,39,22,458,17474000,12
incorporated_place,5430220,1600000US5430220,Gassaway town,75,51,438,104781000,48
incorporated_place,5430364,1600000US5430364,Gauley Bridge town,26,22,144,10225000,13
incorporated_place,5430772,1600000US5430772,Gilbert town,17,15,109,32683000,11
incorporated_place,5431324,1600000US5431324,Glasgow town,19,17,144,35313000,9
incorporated_place,5431492,1600000US5431492,Glen Dale city,76,50,612,82285000,51
incorporated_place,5432044,1600000US5432044,Glenville town,123,69,1043,167447000,66
incorporated_place,5432716,1600000US5432716,Grafton city,220,100,1898,121593000,140
incorporated_place,5432884,1600000US5432884,Grantsville town,70,42,666,106580000,38
incorporated_place,5432908,1600000US5432908,Grant Town town,9,9,80,39132000,4
incorporated_place,5432932,1600000US5432932,Granville town,178,92,2975,438350000,140
incorporated_place,5434492,1600000US5434492,Hambleton town,8,8,16,744000,2
incorporated_place,5434516,1600000US5434516,Hamlin town,80,49,627,31688000,37
incorporated_place,5434756,1600000US5434756,Handley town,8,8,96,1927000,2
incorporated_place,5435284,1600000US5435284,Harpers Ferry town,46,29,239,12368000,25
incorporated_place,5435428,1600000US5435428,Harrisville town,124,70,707,52545000,69
incorporated_place,5435500,1600000US5435500,Hartford City town,4,4,7,370000,1
incorporated_place,5436220,1600000US5436220,Hedgesville town,21,18,115,13161000,13
incorporated_place,5436436,1600000US5436436,Henderson town,7,7,12,1529000,2
incorporated_place,5436460,1600000US5436460,Hendricks town,5,5,58,10364000,1
incorporated_place,5437372,1600000US5437372,Hillsboro town,14,13,75,4202000,4
incorporated_place,5437636,1600000US5437636,Hinton city,229,98,1686,316325000,134
incorporated_place,5439340,1600000US5439340,Hundred town,22,21,88,11433000,12
incorporated_place,5439460,1600000US5439460,Huntington city,2218,377,33127,4989374000,1510
incorporated_place,5439532,1600000US5439532,Hurricane city,247,122,2827,627864000,169
incorporated_place,5439628,1600000US5439628,Huttonsville town,6,4,11,722000,3
incorporated_place,5439652,1600000US5439652,Iaeger town,21,18,81,10188000,12
incorporated_place,5440828,1600000US5440828,Jane Lew town,37,28,145,26270000,24
incorporated_place,5442244,1600000US5442244,Junior town,11,10,85,1207000,3
incorporated_place,5443300,1600000US5443300,Kermit town,17,16,84,13418000,8
incorporated_place,5443492,1600000US5443492,Keyser city,273,131,2598,229666000,160
incorporated_place,5443516,1600000US5443516,Keystone city,25,16,78,8330000,11
incorporated_place,5443780,1600000US5443780,Kimball town,26,19,108,1631000,8
incorporated_place,5444044,1600000US5444044,Kingwood city,199,97,1952,221556000,116
incorporated_place,5446300,1600000US5446300,Leon town,9,7,41,281000,2
incorporated_place,5446468,1600000US5446468,Lester town,12,9,86,765000,1
incorporated_place,5446636,1600000US5446636,Lewisburg city,479,159,3495,360499000,309
incorporated_place,5448148,1600000US5448148,Logan city,200,93,2590,130893000,102
incorporated_place,5448748,1600000US5448748,Lost Creek town,14,13,129,28979000,7
incorporated_place,5449252,1600000US5449252,Lumberport town,22,18,144,9511000,9
incorporated_place,5449492,1600000US5449492,Mabscott town,32,30,208,49739000,18
incorporated_place,5450260,1600000US5450260,McMechen city,43,30,231,26561000,19
incorporated_place,5450524,1600000US5450524,Madison city,156,75,2403,204018000,85
incorporated_place,5450932,1600000US5450932,Man town,55,40,260,31125000,37
incorporated_place,5451100,1600000US5451100,Mannington city,90,61,505,61631000,53
incorporated_place,5451676,1600000US5451676,Marlinton town,167,83,1290,140453000,92
incorporated_place,5451724,1600000US5451724,Marmet city,70,46,759,116918000,44
incorporated_place,5452060,1600000US5452060,Martinsburg city,1129,267,12722,1194574000,740
incorporated_place,5452180,1600000US5452180,Mason town,63,45,949,73920000,41
incorporated_place,5452228,1600000US5452228,Masontown town,27,21,112,45121000,12
incorporated_place,5452324,1600000US5452324,Matewan town,42,31,145,18265000,23
incorporated_place,5452780,1600000US5452780,Meadow Bridge town,15,13,39,4981000,7
incorporated_place,5453572,1600000US5453572,Middlebourne town,66,39,345,9713000,24
incorporated_place,5454100,1600000US5454100,Mill Creek town,33,27,216,22055000,20
incorporated_place,5454484,1600000US5454484,Milton town,157,88,1070,119523000,109
incorporated_place,5454892,1600000US5454892,Mitchell Heights town,2,2,6,,0
incorporated_place,5455276,1600000US5455276,Monongah town,14,11,171,6588000,5
incorporated_place,5455468,1600000US5455468,Montgomery city,104,62,818,71709000,58
incorporated_place,5455540,1600000US5455540,Montrose town,5,4,13,196000,1
incorporated_place,5455588,1600000US5455588,Moorefield town,260,115,3881,589900000,164
incorporated_place,5455756,1600000US5455756,Morgantown city,1663,318,32520,2486528000,1064
incorporated_place,5456020,1600000US5456020,Moundsville city,418,153,4117,423514000,257
incorporated_place,5456404,1600000US5456404,Mount Hope city,41,33,227,26033000,23
incorporated_place,5457148,1600000US5457148,Mullens city,104,62,523,37483000,54
incorporated_place,5458300,1600000US5458300,Newburg town,15,14,47,3528000,9
incorporated_place,5458372,1600000US5458372,New Cumberland city,75,49,1221,41900000,33
incorporated_place,5458564,1600000US5458564,New Haven town,40,33,232,14863000,22
incorporated_place,5458684,1600000US5458684,New Martinsville city,353,150,3266,306011000,235
incorporated_place,5459068,1600000US5459068,Nitro city,293,146,3684,693424000,196
incorporated_place,5459428,1600000US5459428,Northfork town,8,8,39,2362000,3
incorporated_place,5459458,1600000US5459458,North Hills town,5,5,14,1683000,4
incorporated_place,5459836,1600000US5459836,Nutter Fort town,108,71,827,88136000,76
incorporated_place,5460028,1600000US5460028,Oak Hill city,328,138,2648,258194000,207
incorporated_place,5460196,1600000US5460196,Oakvale town,3,3,13,32300000,2
incorporated_place,5460364,1600000US5460364,Oceana town,91,53,419,39902000,63
incorporated_place,5461636,1600000US5461636,Paden City city,63,42,640,22953000,30
incorporated_place,5462140,1600000US5462140,Parkersburg city,1761,328,20594,3926975000,1187
incorporated_place,5462284,1600000US5462284,Parsons city,101,57,843,118531000,55
incorporated_place,5462332,1600000US5462332,Paw Paw town,19,19,178,1748000,5
incorporated_place,5462356,1600000US5462356,Pax town,13,12,60,3516000,5
incorporated_place,5462764,1600000US5462764,Pennsboro city,55,40,307,54915000,36
incorporated_place,5462956,1600000US5462956,Petersburg city,229,109,1980,199116000,157
incorporated_place,5463052,1600000US5463052,Peterstown town,46,40,267,12717000,30
incorporated_place,5463292,1600000US5463292,Philippi city,190,89,1748,159181000,109
incorporated_place,5463604,1600000US5463604,Piedmont town,30,23,159,7651000,14
incorporated_place,5463892,1600000US5463892,Pine Grove town,27,24,202,60096000,14
incorporated_place,5463940,1600000US5463940,Pineville town,122,69,1114,79424000,71
incorporated_place,5464228,1600000US5464228,Pleasant Valley city,136,85,2021,280243000,96
incorporated_place,5464516,1600000US5464516,Poca town,24,20,275,12498000,10
incorporated_place,5464708,1600000US5464708,Point Pleasant city,275,117,2856,423026000,173
incorporated_place,5465356,1600000US5465356,Pratt town,10,9,81,,0
incorporated_place,5465692,1600000US5465692,Princeton city,536,192,6373,933279000,348
incorporated_place,5465956,1600000US5465956,Pullman town,3,3,4,121000,1
incorporated_place,5466412,1600000US5466412,Quinwood town,11,10,62,1608000,4
incorporated_place,5466652,1600000US5466652,Rainelle town,106,61,849,73557000,60
incorporated_place,5466988,1600000US5466988,Ranson corporation,223,109,2420,395037000,162
incorporated_place,5467108,1600000US5467108,Ravenswood city,146,81,1162,203044000,101
incorporated_place,5467636,1600000US5467636,Reedsville town,37,30,423,42286000,23
incorporated_place,5467660,1600000US5467660,Reedy town,5,5,25,1423000,2
incorporated_place,5467996,1600000US5467996,Rhodell town,6,5,21,739000,1
incorporated_place,5468116,1600000US5468116,Richwood city,63,42,361,66379000,32
incorporated_place,5468260,1600000US5468260,Ridgeley town,24,22,100,11336000,13
incorporated_place,5468596,1600000US5468596,Ripley city,330,139,4055,383476000,228
incorporated_place,5468908,1600000US5468908,Rivesville town,20,16,131,5075000,9
incorporated_place,5470084,1600000US5470084,Romney city,186,86,1748,114491000,99
incorporated_place,5470156,1600000US5470156,Ronceverte city,64,46,494,74131000,40
incorporated_place,5470588,1600000US5470588,Rowlesburg town,28,22,128,6296000,10
incorporated_place,5470828,1600000US5470828,Rupert town,27,22,129,7365000,12
incorporated_place,5471212,1600000US5471212,St. Albans city,391,156,3944,817655000,266
incorporated_place,5471356,1600000US5471356,St. Marys city,133,71,914,130348000,71
incorporated_place,5471380,1600000US5471380,Salem city,81,46,610,29482000,45
incorporated_place,5471620,1600000US5471620,Sand Fork town,7,6,10,2357000,2
incorporated_place,5473468,1600000US5473468,Shepherdstown town,138,82,882,117765000,91
incorporated_place,5473636,1600000US5473636,Shinnston city,111,64,913,109458000,76
incorporated_place,5474380,1600000US5474380,Sistersville city,63,40,536,88144000,33
incorporated_place,5474740,1600000US5474740,Smithers city,42,25,349,16186000,27
incorporated_place,5474788,1600000US5474788,Smithfield town,5,4,9,201000,1
incorporated_place,5475172,1600000US5475172,Sophia town,67,39,437,29692000,36
incorporated_place,5475292,1600000US5475292,South Charleston city,853,244,12140,2738673000,597
incorporated_place,5475820,1600000US5475820,Spencer city,193,105,1876,233133000,122
incorporated_place,5476516,1600000US5476516,Star City town,116,81,1235,176950000,75
incorporated_place,5477188,1600000US5477188,Stonewood city,34,27,410,33180000,21
incorporated_place,5477980,1600000US5477980,Summersville city,405,157,3984,397521000,275
incorporated_place,5478580,1600000US5478580,Sutton town,80,58,419,24295000,48
incorporated_place,5478964,1600000US5478964,Sylvester town,5,5,42,4265000,2
incorporated_place,5479708,1600000US5479708,Terra Alta town,75,53,404,40842000,47
incorporated_place,5480020,1600000US5480020,Thomas city,60,41,416,35599000,28
incorporated_place,5480284,1600000US5480284,Thurmond town,4,3,18,72000,1
incorporated_place,5480932,1600000US5480932,Triadelphia town,59,51,394,42300000,41
incorporated_place,5481268,1600000US5481268,Tunnelton town,18,15,63,6719000,10
incorporated_place,5481940,1600000US5481940,Union town,91,53,561,70346000,54
incorporated_place,5482732,1600000US5482732,Valley Grove village,19,18,131,17024000,8
incorporated_place,5483500,1600000US5483500,Vienna city,445,152,5138,731564000,346
incorporated_place,5484484,1600000US5484484,War city,27,21,184,13353000,13
incorporated_place,5484580,1600000US5484580,Wardensville town,36,29,125,9631000,22
incorporated_place,5485156,1600000US5485156,Weirton city,794,216,8793,1496583000,555
incorporated_place,5485228,1600000US5485228,Welch city,195,77,1829,192958000,100
incorporated_place,5485324,1600000US5485324,Wellsburg city,203,100,1580,381316000,127
incorporated_place,5485804,1600000US5485804,West Hamlin town,40,24,244,15683000,23
incorporated_place,5485876,1600000US5485876,West Liberty town,25,19,241,7716000,10
incorporated_place,5485900,1600000US5485900,West Logan town,6,6,20,3342000,5
incorporated_place,5485924,1600000US5485924,West Milford town,21,15,2654,5896000,6
incorporated_place,5485972,1600000US5485972,Weston city,220,105,2197,350426000,129
incorporated_place,5485996,1600000US5485996,Westover city,338,149,3236,502466000,263
incorporated_place,5486116,1600000US5486116,West Union town,85,50,488,205303000,39
incorporated_place,5486452,1600000US5486452,Wheeling city,1883,337,23365,4832607000,1238
incorporated_place,5486620,1600000US5486620,White Hall town,235,126,2150,420347000,197
incorporated_place,5486812,1600000US5486812,White Sulphur Springs city,184,95,1967,146234000,128
incorporated_place,5486836,1600000US5486836,Whitesville town,40,34,629,261069000,21
incorporated_place,5487508,1600000US5487508,Williamson city,200,86,1540,134735000,98
incorporated_place,5487556,1600000US5487556,Williamstown city,95,60,1111,115327000,58
incorporated_place,5487892,1600000US5487892,Windsor Heights village,7,7,60,769000,2
incorporated_place,5487988,1600000US5487988,Winfield town,115,61,1313,66626000,58
incorporated_place,5488324,1600000US5488324,Womelsdorf (Coalton) town,4,4,34,696000,1
incorporated_place,5488708,1600000US5488708,Worthington town,6,6,30,1505000,2
incorporated_place,5484940,1600000US5484940,Wayne town,122,66,1911,100081000,62
incorporated_place,5428516,1600000US5428516,Fort Gay town,24,21,167,11727000,12
incorporated_place,5435092,1600000US5435092,Harman town,9,9,133,16696000,5
incorporated_place,5443180,1600000US5443180,Kenova city,134,86,1284,152922000,96
