geography_level,GEOID,GEOIDFQ,NAMELSAD,point_count,industry_code_count,total_employee_count,total_revenue,revenue_record_count
census_designated_place,5407516,1600000US5407516,Big Sandy CDP,6,6,38,1639000,1
census_designated_place,5408308,1600000US5408308,Blennerhassett CDP,44,34,306,27085000,26
census_designated_place,5408836,1600000US5408836,Boaz CDP,22,18,632,22920000,16
census_designated_place,5449156,1600000US5449156,Lubeck CDP,28,23,228,46987000,20
census_designated_place,5454580,1600000US5454580,Mineralwells CDP,43,33,259,18732000,28
census_designated_place,5408764,1600000US5408764,Bluewell CDP,49,34,241,111988000,36
census_designated_place,5408956,1600000US5408956,Bolt CDP,4,4,6,162000,1
census_designated_place,5410948,1600000US5410948,Brush Fork CDP,40,31,306,255085000,28
census_designated_place,5430724,1600000US5430724,Ghent CDP,30,22,282,36275000,15
census_designated_place,5436292,1600000US5436292,Helen CDP,2,2,4,,0
census_designated_place,5445292,1600000US5445292,Lashmeet CDP,12,11,37,5491000,6
census_designated_place,5409100,1600000US5409100,Boomer CDP,8,8,47,972000,3
census_designated_place,5409364,1600000US5409364,Bowden CDP,0,0,0,,0
census_designated_place,5409868,1600000US5409868,Brandywine CDP,21,17,71,5589000,14
census_designated_place,5423644,1600000US5423644,Eccles CDP,6,6,229,33212000,3
census_designated_place,5432068,1600000US5432068,Glen White CDP,6,6,101,29528000,5
census_designated_place,5409964,1600000US5409964,Brenton CDP,8,7,16,2798000,3
census_designated_place,5444548,1600000US5444548,Kopperston CDP,5,5,108,2241000,3
census_designated_place,5410420,1600000US5410420,Brookhaven CDP,121,75,727,206891000,82
census_designated_place,5413756,1600000US5413756,Cassville CDP,18,16,132,33038000,12
census_designated_place,5414775,1600000US5414775,Cheat Lake CDP,243,114,2086,289199000,192
census_designated_place,5411212,1600000US5411212,Bud CDP,5,5,68,2948000,2
census_designated_place,5417836,1600000US5417836,Corinne CDP,2,2,2,,0
census_designated_place,5418388,1600000US5418388,Covel CDP,2,2,1,,0
census_designated_place,5440444,1600000US5440444,Itmann CDP,4,4,20,796000,1
census_designated_place,5413468,1600000US5413468,Carolina CDP,5,5,21,,0
census_designated_place,5439676,1600000US5439676,Idamay CDP,4,4,7,132000,1
census_designated_place,5440636,1600000US5440636,Jacksonburg CDP,4,4,6,,0
census_designated_place,5414212,1600000US5414212,Century CDP,0,0,0,,0
census_designated_place,5434180,1600000US5434180,Gypsy CDP,5,5,27,832000,1
census_designated_place,5436628,1600000US5436628,Hepzibah CDP,8,7,21,7997000,5
census_designated_place,5414692,1600000US5414692,Chattaroy CDP,13,12,92,13247000,6
census_designated_place,5430777,1600000US5430777,Gilbert Creek CDP,5,5,6,323000,2
census_designated_place,5414716,1600000US5414716,Chauncey CDP,2,1,24,,0
census_designated_place,5455132,1600000US5455132,Monaville CDP,4,4,15,1145000,3
census_designated_place,5414812,1600000US5414812,Chelyan CDP,27,24,124,19654000,17
census_designated_place,5438260,1600000US5438260,Hometown CDP,11,10,83,3886000,5
census_designated_place,5416132,1600000US5416132,Clifton CDP,3,3,17,1185000,3
census_designated_place,5416972,1600000US5416972,Colcord CDP,0,0,0,,0
census_designated_place,5416612,1600000US5416612,Coal Fork CDP,16,14,61,6706000,10
census_designated_place,5424748,1600000US5424748,Elkview CDP,41,27,311,18950000,26
census_designated_place,5426428,1600000US5426428,Fairlea CDP,235,106,2245,260427000,162
census_designated_place,5463772,1600000US5463772,Pinch CDP,42,30,310,18277000,24
census_designated_place,5417140,1600000US5417140,Colliers CDP,8,7,44,3915000,4
census_designated_place,5418124,1600000US5418124,Cottageville CDP,1,1,30,,0
census_designated_place,5421964,1600000US5421964,Dorothy CDP,1,1,2,,0
census_designated_place,5417380,1600000US5417380,Comfort CDP,19,16,241,9525000,11
census_designated_place,5419060,1600000US5419060,Crooked Creek CDP,2,2,2,,0
census_designated_place,5462428,1600000US5462428,Peach Creek CDP,4,4,8,1640000,3
census_designated_place,5419108,1600000US5419108,Cross Lanes CDP,231,105,1937,272660000,168
census_designated_place,5419300,1600000US5419300,Crum CDP,8,6,66,1194000,4
census_designated_place,5433580,1600000US5433580,Greenview CDP,5,5,70,35303000,4
census_designated_place,5465596,1600000US5465596,Prichard CDP,10,9,248,40684000,5
census_designated_place,5419324,1600000US5419324,Crumpler CDP,0,0,0,,0
census_designated_place,5419516,1600000US5419516,Culloden CDP,64,46,414,72552000,40
census_designated_place,5419588,1600000US5419588,Cunard CDP,1,1,2,,0
census_designated_place,5422828,1600000US5422828,Dupont City CDP,9,9,100,14480000,5
census_designated_place,5442316,1600000US5442316,Justice Addition CDP,9,9,60,4444000,6
census_designated_place,5419948,1600000US5419948,Dailey CDP,5,5,30,3579000,2
census_designated_place,5420764,1600000US5420764,Deep Water CDP,0,0,0,,0
census_designated_place,5421316,1600000US5421316,Despard CDP,60,40,575,150333000,48
census_designated_place,5425516,1600000US5425516,Enterprise CDP,19,17,75,5354000,13
census_designated_place,5421628,1600000US5421628,Dixie CDP,7,6,84,14423000,4
census_designated_place,5443828,1600000US5443828,Kimberly CDP,6,6,33,2484000,4
census_designated_place,5456212,1600000US5456212,Mount Carbon CDP,4,4,22,869000,1
census_designated_place,5423020,1600000US5423020,Earling CDP,0,0,0,,0
census_designated_place,5425732,1600000US5425732,Eskdale CDP,3,3,15,,0
census_designated_place,5430148,1600000US5430148,Garten CDP,1,1,2,,0
census_designated_place,5430316,1600000US5430316,Gatewood CDP,5,5,85,2348000,3
census_designated_place,5423140,1600000US5423140,East Dailey CDP,1,1,2,203000,1
census_designated_place,5436340,1600000US5436340,Helvetia CDP,3,3,2,,0
census_designated_place,5463484,1600000US5463484,Pickens CDP,11,9,79,738000,3
census_designated_place,5426716,1600000US5426716,Falling Waters CDP,23,21,92,9791000,15
census_designated_place,5453692,1600000US5453692,Middleway CDP,5,4,19,466000,1
census_designated_place,5426812,1600000US5426812,Falls View CDP,0,0,0,,0
census_designated_place,5431732,1600000US5431732,Glen Ferris CDP,8,7,36,2852000,3
census_designated_place,5461660,1600000US5461660,Page CDP,1,1,2,,0
census_designated_place,5428444,1600000US5428444,Fort Ashby CDP,59,41,539,29597000,33
census_designated_place,5428948,1600000US5428948,Frank CDP,2,2,3,808000,1
census_designated_place,5429716,1600000US5429716,Gallipolis Ferry CDP,16,13,414,216374000,8
census_designated_place,5429740,1600000US5429740,Galloway CDP,2,2,2,,0
census_designated_place,5431756,1600000US5431756,Glen Fork CDP,9,9,40,2910000,5
census_designated_place,5452372,1600000US5452372,Matheny CDP,14,10,108,1397000,7
census_designated_place,5458756,1600000US5458756,New Richmond CDP,10,10,206,8064000,6
census_designated_place,5431876,1600000US5431876,Glen Jean CDP,6,6,17,1113000,3
census_designated_place,5433100,1600000US5433100,Great Cacapon CDP,8,7,21,1172000,2
census_designated_place,5433436,1600000US5433436,Green Spring CDP,4,4,7,491000,1
census_designated_place,5433604,1600000US5433604,Greenville CDP,2,2,8,1597000,1
census_designated_place,5434852,1600000US5434852,Hansford CDP,3,3,3,,0
census_designated_place,5436484,1600000US5436484,Henlawson CDP,8,5,44,70000,1
census_designated_place,5449732,1600000US5449732,McConnell CDP,17,12,182,23498000,6
census_designated_place,5460628,1600000US5460628,Omar CDP,12,10,52,1167000,4
census_designated_place,5437444,1600000US5437444,Hilltop CDP,14,12,326,27304000,9
census_designated_place,5437612,1600000US5437612,Hinkleville CDP,0,0,0,,0
census_designated_place,5438092,1600000US5438092,Hollygrove CDP,1,1,3,400000,1
census_designated_place,5440156,1600000US5440156,Institute CDP,17,14,61,24978000,7
census_designated_place,5437948,1600000US5437948,Holden CDP,17,16,204,147691000,12
census_designated_place,5438476,1600000US5438476,Hooverson Heights CDP,35,26,493,27541000,18
census_designated_place,5440204,1600000US5440204,Inwood CDP,125,72,951,90820000,87
census_designated_place,5442388,1600000US5442388,Kanawha CDP,17,15,86,8823000,9
census_designated_place,5450836,1600000US5450836,Malden CDP,9,9,69,2904000,4
census_designated_place,5445580,1600000US5445580,Lavalette CDP,31,25,260,23567000,23
census_designated_place,5447788,1600000US5447788,Littleton CDP,3,3,7,274000,2
census_designated_place,5450860,1600000US5450860,Mallory CDP,21,13,222,69629000,7
census_designated_place,5456342,1600000US5456342,Mount Gay-Shamrock CDP,166,84,1691,301760000,118
census_designated_place,5452420,1600000US5452420,Matoaka CDP,3,3,36,5906000,1
census_designated_place,5452588,1600000US5452588,Maybeury CDP,7,6,8,861000,1
census_designated_place,5455372,1600000US5455372,Montcalm CDP,14,12,77,5107000,4
census_designated_place,5458252,1600000US5458252,Newark CDP,2,2,18,341000,1
census_designated_place,5459668,1600000US5459668,Norton CDP,2,2,3,79000,1
census_designated_place,5458420,1600000US5458420,Newell CDP,35,28,699,111581000,22
census_designated_place,5461180,1600000US5461180,Osage CDP,9,9,37,2766000,6
census_designated_place,5461684,1600000US5461684,Pageton CDP,3,3,5,390000,1
census_designated_place,5462044,1600000US5462044,Parcoal CDP,1,1,100,5295000,1
census_designated_place,5462488,1600000US5462488,Pea Ridge CDP,173,86,1422,287729000,143
census_designated_place,5465284,1600000US5465284,Powellton CDP,3,3,32,,0
census_designated_place,5465668,1600000US5465668,Prince CDP,8,5,11,793000,2
census_designated_place,5466484,1600000US5466484,Racine CDP,12,11,181,32351000,5
census_designated_place,5466748,1600000US5466748,Raleigh CDP,3,3,6,,0
census_designated_place,5466892,1600000US5466892,Rand CDP,27,21,240,14147000,15
census_designated_place,5467228,1600000US5467228,Raysal CDP,4,4,9,608000,1
census_designated_place,5467252,1600000US5467252,Reader CDP,11,9,94,404000,2
census_designated_place,5469100,1600000US5469100,Robinette CDP,5,5,12,2128000,5
census_designated_place,5469844,1600000US5469844,Roderfield CDP,11,9,56,10041000,6
census_designated_place,5470468,1600000US5470468,Rossmore CDP,2,2,39,6684000,2
census_designated_place,5471284,1600000US5471284,St. George CDP,2,2,101,11331000,1
census_designated_place,5472004,1600000US5472004,Sarah Ann CDP,3,3,4,,0
census_designated_place,5472292,1600000US5472292,Scarbro CDP,7,7,12,865000,4
census_designated_place,5473108,1600000US5473108,Shady Spring CDP,65,48,717,69008000,48
census_designated_place,5473252,1600000US5473252,Shannondale CDP,33,26,183,9466000,22
census_designated_place,5473876,1600000US5473876,Shrewsbury CDP,8,7,43,5770000,5
census_designated_place,5474356,1600000US5474356,Sissonville CDP,111,63,1022,260337000,79
census_designated_place,5475796,1600000US5475796,Spelter CDP,5,4,74,553000,1
census_designated_place,5475868,1600000US5475868,Sprague CDP,62,43,752,237959000,48
census_designated_place,5476084,1600000US5476084,Springfield CDP,23,18,116,9461000,13
census_designated_place,5476444,1600000US5476444,Stanaford CDP,28,22,156,14846000,13
census_designated_place,5476996,1600000US5476996,Stollings CDP,26,18,228,70024000,21
census_designated_place,5480476,1600000US5480476,Tioga CDP,4,4,2,357000,1
census_designated_place,5480764,1600000US5480764,Tornado CDP,13,11,83,3458000,5
census_designated_place,5481484,1600000US5481484,Twilight CDP,2,2,2,,0
census_designated_place,5482564,1600000US5482564,Valley Bend CDP,8,8,20,5314000,5
census_designated_place,5482756,1600000US5482756,Valley Head CDP,8,8,22,1054000,2
census_designated_place,5482852,1600000US5482852,Van CDP,20,14,123,6589000,8
census_designated_place,5483332,1600000US5483332,Verdunville CDP,12,11,78,12834000,8
census_designated_place,5483764,1600000US5483764,Vivian CDP,0,0,0,,0
census_designated_place,5484724,1600000US5484724,Washington CDP,22,19,114,17882000,15
census_designated_place,5484916,1600000US5484916,Waverly CDP,9,9,82,2143000,5
census_designated_place,5486932,1600000US5486932,Whitmer CDP,0,0,0,,0
census_designated_place,5488276,1600000US5488276,Wolf Summit CDP,0,0,0,,0
census_designated_place,5485636,1600000US5485636,West Dunbar CDP,17,12,1181,334319000,12
census_designated_place,5467204,1600000US5467204,Raymond City CDP,3,3,6,295000,2
census_designated_place,5467396,1600000US5467396,Red Jacket CDP,22,16,94,2323000,8
census_designated_place,5487316,1600000US5487316,Wiley Ford CDP,23,17,167,5070000,15
census_designated_place,5467972,1600000US5467972,Reynoldsville CDP,6,5,30,1003000,1
census_designated_place,5469244,1600000US5469244,Rock Cave CDP,24,21,283,18326000,19
census_designated_place,5471476,1600000US5471476,Salt Rock CDP,25,21,184,18328000,16
census_designated_place,5473444,1600000US5473444,Shenandoah Junction CDP,18,12,212,4805000,8
census_designated_place,5478796,1600000US5478796,Switzer CDP,8,8,16,1404000,4
census_designated_place,5479545,1600000US5479545,Teays Valley CDP,642,196,5772,823323000,487
census_designated_place,5484172,1600000US5484172,Wallace CDP,8,7,26,2456000,2
